Location_no,Location,Municipality,Province,Region,Country
8368,Breukeleveen,Breukelen-Sint Pieters,Utrecht,"",Nederland
8369,Brijdorpe,Duivendijke,Zeeland,"",Nederland
8370,Brink en Orden,Apeldoorn,Gelderland,"",Nederland
8371,Brinkheurne,Winterswijk,Gelderland,"",Nederland
8372,Bornerbroek,Borne,Overijssel,"",Nederland
8373,"Broek, Thuil en 't Weegje",Gouda,Zuid-Holland,"",Nederland
8374,Broek,Eenrum,Groningen,"",Nederland
8375,Broeke,Neede,Gelderland,"",Nederland
8376,Broekheurne,Lonneker,Overijssel,"",Nederland
8377,Ooijen,Broekhuizen,Limburg,"",Nederland
8378,Broekhuizen,Ruinerwold,Drenthe,"",Nederland
8379,Broekland,Raalte,Overijssel,"",Nederland
8380,Beemte-Broekland,Apeldoorn,Gelderland,"",Nederland
8381,Broekveen,Westerbork,Drenthe,"",Nederland
8382,Bronneger,Borger,Drenthe,"",Nederland
8383,Bronnegerveen,Borger,Drenthe,"",Nederland
8385,Brucht,Hardenberg,Overijssel,"",Nederland
8386,Brucht,Hardenberg Ambt,Overijssel,"",Nederland
8387,Bruchterveld,Hardenberg Ambt,Overijssel,"",Nederland
8389,Bruinehaar,Vriezenveen,Overijssel,"",Nederland
8390,Brunsting,Beilen,Drenthe,"",Nederland
8391,Bruntinge,Westerbork,Drenthe,"",Nederland
8392,Buitenhuizen,Ruinerwold,Drenthe,Nederland,""
8393,Unknown,Meeden,Groningen,"",Nederland
8397,Eemdijk,Bunschoten,Utrecht,"",Nederland
8398,Busselte,Havelte,Drenthe,"",Nederland
8399,Buurmalsen,Geldermalsen,Gelderland,"",Nederland
8402,Capelle en Botland,Capelle en Botland,Zeeland,"",Nederland
8410,Koehoorn,Westerbork,Drenthe,"",Nederland
8410,Unknown,Unknown,Unknown,"",Unknown
8411,Coevorderkanaal,Coevorden,Drenthe,"",Nederland
8412,Coevorderveld,Coevorden,Drenthe,"",Nederland
8413,Collendoorn,Hardenberg,Overijssel,"",Nederland
8414,Collendoorn,Hardenberg Ambt,Overijssel,"",Nederland
8415,Colmschate,Diepenveen,Overijssel,"",Nederland
8418,Cortenoever,Brummen,Gelderland,"",Nederland
8419,Covik,Steenderen,Gelderland,"",Nederland
8424,Dale,Aalten,Gelderland,"",Nederland
8425,Dalerveld,Dalen,Drenthe,"",Nederland
8426,Dallingeweer,Termunten,Groningen,"",Nederland
8427,Dalmsholte,Dalfsen,Overijssel,"",Nederland
8429,Darp,Havelte,Drenthe,"",Nederland
8430,De Berg,Steenwijkerwold,Overijssel,"",Nederland
8431,De Bult,Steenwijkerwold,Overijssel,"",Nederland
8432,De Glind,Barneveld,Gelderland,"",Nederland
8433,Haalweide,De Wijk,Drenthe,"",Nederland
8434,De Haar,Assen,Drenthe,"",Nederland
8435,De Haar,Sleen,Drenthe,"",Nederland
8436,Unknown,Vriezenveen,Overijssel,"",Nederland
8437,De Hare,Oldemarkt,Overijssel,"",Nederland
8438,De Havixhorst,De Wijk,Drenthe,"",Nederland
8439,De Heurne,Dinxperlo,Gelderland,"",Nederland
8440,Hoogehaar,Dalen,Drenthe,"",Nederland
8441,De Hoven,Brummen,Gelderland,"",Nederland
8442,Unknown,Hoogeveen,Drenthe,"",Nederland
8443,Kale Kluft,Ruinerword,Drenthe,"",Nederland
8444,De Kiel,Sleen,Drenthe,"",Nederland
8445,De Klencke,Oosterhesselen,Drenthe,"",Nederland
8446,De Kloeterij,De Wijk,Drenthe,"",Nederland
8447,De Knijpe,De Wijk,Drenthe,"",Nederland
8448,De Krim,Gramsbergen,Overijssel,"",Nederland
8449,De Leeuwte,Vollenhove Ambt,Overijssel,"",Nederland
8450,De Loo,Coevorden,Drenthe,"",Nederland
8451,De Loo,Dalen,Drenthe,"",Nederland
8452,De Marke,Losser,Overijssel,"",Nederland
8453,De Mars,Dalen,Drenthe,"",Nederland
8454,De Maten,Emmen,Drenthe,"",Nederland
8455,De Meele,Nieuwleusen,Overijssel,"",Nederland
8456,Molendijk,Hoogeveen,Drenthe,"",Nederland
8457,Oosterwijk,De Wijk,Drenthe,"",Nederland
8458,Oshaar,Dalen,Drenthe,"",Nederland
8459,Oshaar,De Wijk,Drenthe,"",Nederland
8460,Pol,Gendringen,Gelderland,"",Nederland
8461,De Pol,Steenwijkerwold,Overijssel,"",Nederland
8462,De Pollen,Vriezenveen,Overijssel,"",Nederland
8463,De Punt,Eelde,Drenthe,"",Nederland
8464,Ruige Kluft,Ruinerwold,Drenthe,"",Nederland
8465,De Schiphorst,De Wijk,Drenthe,"",Nederland
8466,De Schutstreek,Hoogeveen,Drenthe,"",Nederland
8467,De Slood,Hoogeveen,Drenthe,"",Nederland
8468,De Stapel,De Wijk,Drenthe,"",Nederland
8469,De Steeg,Dieren,Gelderland,"",Nederland
8470,Dieverbrug en vaart,Diever,Drenthe,"",Nederland
8471,De Vossebelt,Dalen,Drenthe,"",Nederland
8472,De Weide,Ruinerwold,Drenthe,"",Nederland
8473,De Weide,Zuidwolde,Drenthe,"",Nederland
8474,De Wijkbrug,De Wijk,Drenthe,"",Nederland
8475,Dedemsvaart,Hardenberg Ambt,Overijssel,"",Nederland
8476,Dedemsvaart,Ommen Ambt,Overijssel,"",Nederland
8477,Deldenerbroek,Delden Ambt,Overijssel,"",Nederland
8478,Deldeneresch,Delden,Overijssel,"",Nederland
8479,Deldeneresch,Delden Ambt,Overijssel,"",Nederland
8480,Deldenerbroek,Delden,Overijssel,"",Nederland
8483,Demmerik,Vinkeveen,Utrecht,"",Nederland
8484,Den Ham,Aduard,Groningen,"",Nederland
8485,Den Hool,Sleen,Drenthe,"",Nederland
8486,Den Hoorn,Haren,Groningen,"",Nederland
8486,Unknown,Unknown,Unknown,"",Unknown
8487,Den Hulst,Nieuwleusen,Overijssel,"",Nederland
8488,Den Hulst,Staphorst,Overijssel,"",Nederland
8489,Unknown,Emmen,Drenthe,"",Nederland
8490,Den Velde,Gramsbergen,Overijssel,"",Nederland
8491,Denekamp,Ootmarsum Ambt,Overijssel,"",Nederland
8492,Dennenoord,Zuidlaren,Drenthe,"",Nederland
8493,Deurze,Rolde,Drenthe,"",Nederland
8494,Dichteren,Doetinchem,Gelderland,"",Nederland
8495,Dichteren,Doetinchem Ambt,Gelderland,"",Nederland
8499,Diermen,Putten,Gelderland,"",Nederland
8501,Dieteren,Susteren,Limburg,"",Nederland
8502,Dieverbrug,Dwingeloo,Drenthe,"",Nederland
8503,Dieverveld,Diever,Drenthe,"",Nederland
8504,Diffelen,Hardenberg,Overijssel,"",Nederland
8505,Diffelen,Hardenberg Ambt,Overijssel,"",Nederland
8506,Dijkerhoek,Holten,Overijssel,"",Nederland
8507,Dijkhuizen,Epe,Gelderland,"",Nederland
8508,Dijkhuizen,Ruinerwold,Drenthe,"",Nederland
8509,Dikninge,De Wijk,Drenthe,"",Nederland
8510,Dikningerbroek,De Wijk,Drenthe,"",Nederland
8511,Dilgt,Haren,Groningen,"",Nederland
8513,Dinxterveen,Wanneperveen,Overijssel,"",Nederland
8514,Diphoorn,Sleen,Drenthe,"",Nederland
8517,Doenrade,Oirsbeek,Limburg,"",Nederland
8518,Doesburgerbuurt,Doesburg,Gelderland,"",Nederland
8519,Dokkumer Nieuwe Zijlen,Oostdongeradeel,Friesland,"",Nederland
8520,Domburg-Binnen,Domburg,Zeeland,"",Nederland
8521,Domburg-Buiten,Domburg,Zeeland,"",Nederland
8522,Donderen,Vries,Drenthe,"",Nederland
8523,Doornik,Bemmel,Gelderland,"",Nederland
8524,Doornsteeg,Nijkerk,Gelderland,"",Nederland
8525,Dorkwerd,Hoogkerk,Groningen,"",Nederland
8526,Dorkwerd,Adorp,Groningen,"",Nederland
8528,Dortherhoek,Bathmen,Overijssel,"",Nederland
8529,Draaijerij,Wedde,Groningen,"",Nederland
8530,Draaijerij,Bellingwolde,Groningen,"",Nederland
8532,Drentsche Reesten,Zuidwolde,Drenthe,"",Nederland
8533,Drie,Ermelo,Gelderland,"",Nederland
8534,Driene,Lonneker,Overijssel,"",Nederland
8535,Drijber,Beilen,Drenthe,"",Nederland
8536,Drijberscheveld,Beilen,Drenthe,"",Nederland
8537,Drogt,Zuidwolde,Drenthe,"",Nederland
8538,Drogteropslagen,Zuidwolde,Drenthe,"",Nederland
8539,Drogterveld,Zuidwolde,Drenthe,"",Nederland
8540,Drouwenermond,Borger,Drenthe,"",Nederland
8540,Unknown,Unknown,Unknown,"",Unknown
8541,Drouwenerveen,Borger,Drenthe,"",Nederland
8545,Dunsborg,Hengelo,Gelderland,"",Nederland
8546,Dunsborgshoek,Hengelo,Gelderland,"",Nederland
8548,Duur,Olst,Overijssel,"",Nederland
8549,Duurkenakker,Muntendam,Groningen,"",Nederland
8550,Zuid-Dwarsgracht en Noord-Dwarsgracht,Giethoorn,Overijssel,"",Nederland
8551,Echt,Echt,Limburg,"",Nederland
8552,Aasterberg,Echt,Limburg,"",Nederland
8553,Annendael,Echt,Limburg,"",Nederland
8554,Diergaarde,Echt,Limburg,"",Nederland
8555,Koningsbosch,Echt,Limburg,"",Nederland
8556,Peij,Echt,Limburg,"",Nederland
8557,Kalenberg,Ruinen,Drenthe,"",Nederland
8558,Spaanshuisken,Echt,Limburg,"",Nederland
8561,Eckelrade,Breust,Limburg,"",Nederland
8563,Eegjesland,Zuidwolde,Drenthe,"",Nederland
8564,Eext,Anloo,Drenthe,"",Nederland
8565,Eexterveen,Anloo,Drenthe,"",Nederland
8566,Het Eekt,Oldebroek,Gelderland,"",Nederland
8567,Eekte,Hellendoorn,Gelderland,"",Nederland
8568,Eelderwolde,Eelde,Drenthe,"",Nederland
8569,Eelderwolde,Haren,Groningen,"",Nederland
8570,Eelen,Hellendoorn,Overijssel,"",Nederland
8571,Eelen en Rhaan,Hellendoorn,Overijssel,"",Nederland
8572,Eemster,Dwingeloo,Drenthe,"",Nederland
8573,Eemten,De Wijk,Drenthe,"",Nederland
8574,Eenerveld,Norg,Drenthe,"",Nederland
8576,De Eerste Steen,Assen,Drenthe,"",Nederland
8577,Ees,Borger,Drenthe,"",Nederland
8578,Eexterveenschekanaal,Anloo,Drenthe,"",Nederland
8579,Eexterzandvoort,Anloo,Drenthe,"",Nederland
8580,Egede,Hellendoorn,Overijssel,"",Nederland
8581,Egypteneinde,Veendam,Groningen,"",Nederland
8582,Egypteneinde,Muntendam,Groningen,"",Nederland
8583,Eibersburen,Grootegast,Groningen,"",Nederland
8585,Elderloo,Rolde,Drenthe,"",Nederland
8586,Eldijk,Dalen,Drenthe,"",Nederland
8587,Elen en Rhaan,Hellendoorn,Overijssel,"",Nederland
8588,Elim,Hoogeveen,Drenthe,"",Nederland
8589,Elkenrade,Wijlre,Limburg,"",Nederland
8590,Ellersinghuizen,Onstwedde,Groningen,"",Nederland
8592,Elperbrug,Westerbork,Drenthe,"",Nederland
8593,Elsen,Markelo,Overijssel,"",Nederland
8594,Elsen,Rijssen,Overijssel,"",Nederland
8595,Elsenerbroek,Markelo,Overijssel,"",Nederland
8596,Elsenerbroek,Rijssen,Overijssel,"",Nederland
8598,Emelangen,Beilen,Drenthe,"",Nederland
8599,Emmen,Dalfsen,Overijssel,"",Nederland
8600,Emmer-Erfscheidenveen,Emmen,Drenthe,"",Nederland
8601,Emmerhout,Emmen,Drenthe,"",Nederland
8602,Emmer Runde,Emmen,Drenthe,"",Nederland
8603,Empe,Brummen,Gelderland,"",Nederland
8605,Emst,Epe,Gelderland,"",Nederland
8606,Emsterenk,Epe,Gelderland,"",Nederland
8607,Engeland,Apeldoorn,Gelderland,"",Nederland
8608,Engeland,Ruinen,Drenthe,"",Nederland
8610,Enumatil,Zuidhorn,Groningen,"",Nederland
8612,Eppenzolder,Haaksbergen,Overijssel,"",Nederland
8613,Ermerveen,Sleen,Drenthe,"",Nederland
8614,Ermerveld,Sleen,Drenthe,"",Nederland
8615,Eschmarke,Enschede,Overijssel,"",Nederland
8616,Eschmarke,Lonneker,Overijssel,"",Nederland
8618,Espelo,Holten,Overijssel,"",Nederland
8619,Essen,Barneveld,Gelderland,"",Nederland
8620,Essen,Haren,Groningen,"",Nederland
8621,Esveld,Barneveld,Gelderland,"",Nederland
8622,Etenaken,Wijlre,Limburg,"",Nederland
8625,Eursinge,Beilen,Drenthe,"",Nederland
8626,Eursinge,Westerbork,Drenthe,"",Nederland
8627,Eursinge,Havelte,Drenthe,"",Nederland
8628,Euvelgunne,Haren,Groningen,"",Nederland
8629,Exloërdreef,Odoorn,Drenthe,"",Nederland
8630,Exloërkijl,Odoorn,Drenthe,"",Nederland
8631,Feerwerd,Ezinge,Groningen,"",Nederland
8632,Fiemel,Termunten,Groningen,"",Nederland
8633,Finsterwolderpolde,Nieuwolda,Groningen,"",Nederland
8634,Finsterwolderhamrik,Finsterwolde,Groningen,"",Nederland
8635,Finsterwolderpolder,Midwolda,Groningen,"",Nederland
8636,Fleringen,Tubbergen,Overijssel,"",Nederland
8637,Fluitenberg,Ruinen,Drenthe,"",Nederland
8638,Fort,Zuidwolde,Drenthe,"",Nederland
8639,Fransum,Aduard,Groningen,"",Nederland
8640,Frieswijk,Diepenveen,Overijssel,"",Nederland
8641,Gaanderen,Doetinchem,Gelderland,"",Nederland
8642,Gaanderen,Doetinchem Ambt,Gelderland,"",Nederland
8643,Galgenklap,Muntendam,Groningen,"",Nederland
8644,Ganzedijk,Finsterwolde,Groningen,"",Nederland
8645,Garderbroek,Barneveld,Gelderland,"",Nederland
8646,Garderbroek,Garderen,Gelderland,"",Nederland
8647,Garminge,Westerbork,Drenthe,"",Nederland
8648,Gasselterboerveen,Gasselte,Drenthe,"",Nederland
8649,Gasselterboerveenschemond,Gasselte,Drenthe,"",Nederland
8650,Gasselternijveenschemond,Gasselte,Drenthe,"",Nederland
8651,Geelbroek,Rolde,Drenthe,"",Nederland
8652,Gees,Oosterhesselen,Drenthe,"",Nederland
8653,Geesteren,Ootmarsum Ambt,Overijssel,"",Nederland
8654,Geeuwenbrug,Diever,Drenthe,"",Nederland
8656,Gelderse Dijk,Oldebroek,Gelderland,"",Nederland
8657,Daniken,Geleen,Limburg,"",Nederland
8658,Spaans Neerbeek,Geleen,Limburg,"",Nederland
8660,Genne,Zwollekerspel,Overijssel,"",Nederland
8661,Genne-Overwaters,Zwollekerspel,Overijssel,"",Nederland
8662,Gerner,Dalfsen,Overijssel,"",Nederland
8663,Gerritshoek,Steenwijkerwold,Overijssel,"",Nederland
8664,Gerven,Putten,Gelderland,"",Nederland
8665,Geuzinge,Ruinen,Drenthe,"",Nederland
8667,Gideon,Haren,Groningen,"",Nederland
8668,Giethmen,Ommen,Overijssel,"",Nederland
8669,Giethmen,Ommen Ambt,Overijssel,"",Nederland
8670,Gieterveen,Gieten,Drenthe,"",Nederland
8672,Gijsselte,Ruinen,Drenthe,"",Nederland
8674,Goldhoorn,Finsterwolde,Groningen,"",Nederland
8675,Goilberdingen,Culemborg,Gelderland,"",Nederland
8676,Gooi,Hengelo (Ge),Gelderland,"",Nederland
8677,Markelo,Goor,Overijssel,"",Nederland
8678,Gortel,Epe,Gelderland,"",Nederland
8680,Grafhorst,Ijsselmuiden,Overijssel,"",Nederland
8681,Graswijk,Assen,Drenthe,"",Nederland
8682,Kelpen,Grathem,Limburg,"",Nederland
8683,Oler,Grathem,Limburg,"",Nederland
8685,Greup,Binnenmaas,Zuid-Holland,"",Nederland
8686,Grieth,Zevenaar,Gelderland,"",Nederland
8688,Grijssloot,Leens,Groningen,"",Nederland
8690,Honthem,Gronsveld,Limburg,"",Nederland
8691,Groot-Agelo,Denekamp,Overijssel,"",Nederland
8692,Groot-Agelo,Ootmarsum,Overijssel,"",Nederland
8693,Groot-Azewijn,Blergh,Gelderland,"",Nederland
8694,Groot-Breedenbroek,Gendringen,Gelderland,"",Nederland
8695,Groot-Dochteren,Laren (Ge),Gelderland,"",Nederland
8696,Groot-Haasdal,Schimmert,Limburg,"",Nederland
8697,Grosthuizen,Avenhorn,Noord-Holland,"",Nederland
8698,Haaften,Herwijnen,Gelderland,"",Nederland
8699,Het Haagje,Hoogeveen,Drenthe,"",Nederland
8700,'t Haagje,Wanneperveen,Overijssel,"",Nederland
8701,Haakswold,Ruinerwold,Drenthe,"",Nederland
8702,'t Haantje,Odoorn,Drenthe,"",Nederland
8703,'t Haantje,Sleen,Drenthe,"",Nederland
8704,Haarle,Tubbergen,Overijssel,"",Nederland
8705,Haart,Aalten,Gelderland,"",Nederland
8709,Halen,Beilen,Drenthe,"",Nederland
8710,Halerbrug,Beilen,Drenthe,"",Nederland
8711,Halfweg,Vries,Drenthe,"",Nederland
8713,Halvinkhuizen,Putten,Gelderland,"",Nederland
8716,Hamingen,Staphorst,Overijssel,"",Nederland
8717,Hamweg,Slochteren,Groningen,"",Nederland
8718,Harbrinkhoek,Tubbergen,Overijssel,"",Nederland
8719,Harculo,Zwollerkerspel,Overijssel,"",Nederland
8720,Hardenberg,Finsterwolde,Groningen,"",Nederland
8721,Hardenbroek,Sterkenburg,Utrecht,"",Nederland
8722,Hare,Oldemarkt,Overijssel,"",Nederland
8723,Gerverscop,Harmelen,Utrecht,"",Nederland
8724,Indijk,Harmelen,Utrecht,"",Nederland
8725,Harpel,Vlagtwedde,Groningen,"",Nederland
8726,Harselaar,Barneveld,Gelderland,"",Nederland
8727,Harssens,Adorp,Groningen,"",Nederland
8728,Hertme,Borne,Overijssel,"",Nederland
8729,Herxen,Wijhe,Overijssel,"",Nederland
8730,Hasselterdijk,Zwollerkerspel,Overijssel,"",Nederland
8731,Hasselterdijk,Hasselt,Overijssel,"",Nederland
8733,Hattemerbroek,Hattem,Gelderland,"",Nederland
8735,Havelterberg,Havelte,Drenthe,"",Nederland
8737,Heelweg,Wisch,Gelderland,"",Nederland
8738,Heemse,Hardenberg,Overijssel,"",Nederland
8739,Heerderwezep,Wezep,Gelderland,"",Nederland
8742,Heerweg,Meeden,Groningen,"",Nederland
8744,Heeten,Raalte,Overijssel,"",Nederland
8745,Heetveld,Vollenhove Ambt,Overijssel,"",Nederland
8746,Heidehoek,Zelhem,Gelderland,"",Nederland
8747,Heidekant,Wehl,Gelderland,"",Nederland
8748,Heicop,Zederik,Zuid-Holland,"",Nederland
8750,Hekkum,Adorp,Groningen,"",Nederland
8752,Hell,Putten,Gelderland,"",Nederland
8755,Hemmen,Valburg,Gelderland,"",Nederland
8756,Hemmen,Haren,Groningen,"",Nederland
8757,Hengeveld,Wijhe,Overijssel,"",Nederland
8758,Herfte,Zwollerkerspel,Overijssel,"",Nederland
8760,Hericke,Markelo,Overijssel,"",Nederland
8761,Herike,Goor,Overijssel,"",Nederland
8763,Hesselingen,Staphorst,Overijssel,"",Nederland
8764,Hessum,Dalfsen,Overijssel,"",Nederland
8765,Beggelder,Dinxperlo,Gelderland,"",Nederland
8766,'t Heem,Vlagtwedde,Groningen,"",Nederland
8767,'t Kip,Delden Stad,Overijssel,"",Nederland
8768,Klooster,Coevorden,Drenthe,"",Nederland
8769,Krakeel,Hoogeveen,Drenthe,"",Nederland
8770,'t Schot,Vlagtwedde,Groningen,"",Nederland
8771,Schut,Hoogeveen,Drenthe,"",Nederland
8772,Het Veen,Heerde,Gelderland,"",Nederland
8773,'t Waar,Scheemda,Groningen,"",Nederland
8774,Heure,Borculo,Gelderland,"",Nederland
8775,Heuven,Wisch,Gelderland,"",Nederland
8776,Heveskesklooster,Delfzijl,Groningen,"",Nederland
8777,Hijkerdijk,Beilen,Drenthe,"",Nederland
8778,Hijkerveld,Beilen,Drenthe,"",Nederland
8779,Hobrede,Zeevang,Noord-Holland,"",Nederland
8780,Hoef,Putten,Gelderland,"",Nederland
8781,Hoeksmeer,Loppersum,Groningen,"",Nederland
8784,Höfte,Onstwedde,Groningen,"",Nederland
8785,Hoge Weteringen,Diepenveen,Overijssel,"",Nederland
8786,Hoge Zwaluwe,Hooge en Lage Zwaluwe,Noord-Brabant,"",Nederland
8787,Hoge Bijsel,Doornspijk,Gelderland,"",Nederland
8788,Holk,Nijkerk,Gelderland,"",Nederland
8789,Hollanderbroek,Elst,Noord-Brabant,"",Nederland
8790,Holsloot,Sleen,Drenthe,"",Nederland
8791,Holslootbrug,Sleen,Drenthe,"",Nederland
8792,Holte,Beilen,Drenthe,"",Nederland
8793,Holte,Onstwedde,Groningen,"",Nederland
8794,Holten,Zwollerkerspel,Overijssel,"",Nederland
8795,Holthe,Diever,Drenthe,"",Nederland
8796,Holtheme,Gramsbergen,Overijssel,"",Nederland
8797,Holthees,Maashees en Overloon,Noord-Brabant,"",Nederland
8798,Holthone,Gramsbergen,Overijssel,"",Nederland
8799,Holthuizen,Haaksbergen,Overijssel,"",Nederland
8800,Holthuizen,Zevenaar,Gelderland,"",Nederland
8802,Holtinge,Havelte,Drenthe,"",Nederland
8804,Hondhang,Ruinen,Drenthe,"",Nederland
8805,Honesch,haaksbergen,Overijssel,"",Nederland
8806,Honswijk,Tull en 't Waal,Utrecht,"",Nederland
8807,Hoog- en Laag-Zwaagdijk,Wervershoof,Noord-Holland,"",Nederland
8808,Hoog- en Woud-Harnasch,Hof van Delft,Zuid-Holland,"",Nederland
8809,Hooghalen,Beilen,Drenthe,"",Nederland
8810,Hoog-Soeren,Apeldoorn,Gelderland,"",Nederland
8811,Hoog-Zuthem,Zwollerkerspel,Overijssel,"",Nederland
8812,'t Hooge Hexel,Wierden,Overijssel,"",Nederland
8813,Hoogeveen,Delfland,Zuid-Holland,"",Nederland
8815,Hooidijk,Steenwijkerwold,Overijssel,"",Nederland
8816,'t Hooiland,Slochteren,Groningen,"",Nederland
8817,Hooiland,Emmen,Drenthe,"",Nederland
8818,Hoonte,Neede,Gelderland,"",Nederland
8819,Hoophuizen,Ermelo,Gelderland,"",Nederland
8820,Hoorn,Heerde,Gelderland,"",Nederland
8821,Hoorn,Wedde,Groningen,"",Nederland
8822,Hoornerveen,Heerde,Gelderland,"",Nederland
8823,Hoornsedijk,Haren,Groningen,"",Nederland
8825,Horst,Doornspijk,Gelderland,"",Nederland
8827,Horsthoek,Heerde,Gelderland,"",Nederland
8828,Houtdorp,Ermelo,Gelderland,"",Nederland
8829,Huinen,Putten,Gelderland,"",Nederland
8830,Hullenveen,Beilen,Drenthe,"",Nederland
8832,Hulshorst,Ermelo,Gelderland,"",Nederland
8833,Hulshorst,Nunspeet,Gelderland,"",Nederland
8834,De Hulte,Coevorden,Drenthe,"",Nederland
8835,Huttenberg,Steenwijkerwold,Overijssel,"",Nederland
8836,De Ijkenberg,Doetinchem,Gelderland,"",Nederland
8837,Ijsveen,Steenwijkerwold,Overijssel,"",Nederland
8838,Ijzevoorde,Doetinchem,Gelderland,"",Nederland
8839,Ijzevoorde,Doetinchem Ambt,Gelderland,"",Nederland
8840,Het Loeg,Muntendam,Groningen,"",Nederland
8842,Het Veen,Muntendam,Groningen,"",Nederland
8844,Isselt,Soest,Utrecht,"",Nederland
8845,Beersel,Ittervoort,Limburg,"",Nederland
8846,Ell,Ittervoort,Limburg,"",Nederland
8847,Haler,Ittervoort,Limburg,"",Nederland
8848,Santfort,Ittervoort,Limburg,"",Nederland
8849,Winkel,Ittervoort,Limburg,"",Nederland
8851,Jonen,Giethoorn,Overijssel,"",Nederland
8852,Jonkersvaart,Marum,Groningen,"",Nederland
8855,Junne,Ommen Ambt,Overijssel,"",Nederland
8859,Kallenbroek,Barneveld,Gelderland,"",Nederland
8860,Kamperveen,Zalk en Veecaten,Overijssel,"",Nederland
8861,Kamperveen,Ijsselmuiden,Overijssel,"",Nederland
8864,Kavelingen,Odoorn,Drenthe,"",Nederland
8866,Kepel,Hummelo en Keppel,Gelderland,"",Nederland
8867,Kerkbuurt,Steenwijkerwold,Overijssel,"",Nederland
8868,Kerkenbosch,Zuidwolde,Drenthe,"",Nederland
8869,Kerkenbovenveen,Zuidwolde,Drenthe,"",Nederland
8870,Kerkenveld,Zuidwolde,Drenthe,"",Nederland
8871,Kerklaan,Muntendam,Groningen,"",Nederland
8873,Kijfwaard,Herwen en Aerdt,Gelderland,"",Nederland
8875,Klatering,Beilen,Drenthe,"",Nederland
8876,Klein-Agelo,Denekamp,Overijssel,"",Nederland
8877,Klein-Agelo,Ootmarsum,Overijssel,"",Nederland
8878,Klein-Azewijn,Bergh,Gelderland,"",Nederland
8879,Klein-Breedenbroek,Gendringen,Gelderland,"",Nederland
8880,Klein-Dochteren,Laren (Ge),Gelderland,"",Nederland
8881,Klein-Driene,Weerselo,Overijssel,"",Nederland
8883,Klein-Ulsda,Bellingwolde,Groningen,"",Nederland
8884,Kleine Scheere,Coevorden,Drenthe,"",Nederland
8885,Klijndijk,Odoorn,Drenthe,"",Nederland
8886,Kloeterij,De Wijk,Drenthe,"",Nederland
8887,Klontjesbuurt,Vlagtwedde,Groningen,"",Nederland
8892,Kloosterhaar,Hardenberg,Overijssel,"",Nederland
8893,Kloosterhaar,Hardenberg Ambt,Overijssel,"",Nederland
8894,Kloosterholt,Scheemda,Groningen,"",Nederland
8895,Kloosterveen,Assen,Drenthe,"",Nederland
8896,Kloosterveen,Smilde,Drenthe,"",Nederland
8897,De Klosse,Wanneperveen,Overijssel,"",Nederland
8899,Koekange,De Wijk,Drenthe,"",Nederland
8900,Koekangerveld,Ruinen,Drenthe,"",Nederland
8901,Koekangerveld,De Wijk,Drenthe,"",Nederland
8903,Kolhol,'t Zand (GR),Groningen,"",Nederland
8904,Kollingsveen,Emmen,Drenthe,"",Nederland
8908,Kootwijk,Apeldoorn,Gelderland,"",Nederland
8909,Korengast,Noordbroek,Groningen,"",Nederland
8910,Korte Akkers,Veendam,Groningen,"",Nederland
8911,Kostverloren,Finsterwolde,Groningen,"",Nederland
8912,Kostvlies,Gasselte,Drenthe,"",Nederland
8915,Kraloo,Ruinen,Drenthe,"",Nederland
8917,Kring van Dorth,Gorssel,Gelderland,"",Nederland
8918,Kroddeburen,Ten Boer,Groningen,"",Nederland
8919,Kroezenhoek,Wisch,Gelderland,"",Nederland
8920,Krommeniedijk,Krommenie,Noord-Holland,"",Nederland
8921,Kuinderdijk,Vollenhove Ambt,Overijssel,"",Nederland
8922,Kuinderdijk en Baarlo,Vollenhove Ambt,Overijssel,"",Nederland
8923,Kulsdom,Borculo,Gelderland,"",Nederland
8924,Kwadoelen,Vollenhove Ambt,Overijssel,"",Nederland
8925,Kwartier,Zevenaar,Gelderland,"",Nederland
8926,Kwikkelo,Steenwijkerwold,Overijssel,"",Nederland
8927,Kwintsheul,Wateringen,Zuid-Holland,"",Nederland
8930,Laaghalen,Beilen,Drenthe,"",Nederland
8934,Lageland,Slochteren,Groningen,"",Nederland
8935,Lageveen,Zuidwolde,Drenthe,"",Nederland
8936,Lage Bijsel,Doornspijk,Gelderland,"",Nederland
8938,Lakerveld,Zederik,Zuid-Holland,"",Nederland
8940,Langelo en Honesch,Haaksbergen,Overijssel,"",Nederland
8941,Langen,Laren (Ge),Gelderland,"",Nederland
8942,Langenholte,Zwollerkerspel,Overijssel,"",Nederland
8943,Langeraar,Ter Aar,Zuid-Holland,"",Nederland
8944,Langerak,Doetinchem Ambt,Gelderland,"",Nederland
8946,Langerijp,Appingedam,Groningen,"",Nederland
8947,Lankhorst,Staphorst,Overijssel,"",Nederland
8950,Lattrop,Denekamp,Overijssel,"",Nederland
8951,Lattrop,Ootmarsum,Overijssel,"",Nederland
8952,Lauderbeetse,Vlagtwedde,Groningen,"",Nederland
8953,Unknown,Unknown,Unknown,"",Unknown
8953,Laudermarke,Vlagtwedde,Groningen,"",Nederland
8954,Lauderzwarteveen,Vlagtwedde,Groningen,"",Nederland
8957,Leenders,Wanneperveen,Overijssel,"",Nederland
8958,Leerambacht,'s-Gravendeel,Zuid-Holland,"",Nederland
8959,Leesten,Warnsveld,Gelderland,"",Nederland
